DOI,Year Pub,Study,Species,n,Polymer,Density(g/cm^3),Diameter(µm),Radius(µm),[MP] ,Units,[mg/kg],Items/kg_SOIL,Volume,Volume cm3,Density*V,D*V*1000,mg/kg / (D*V*1000) = Items/kg,
https://doi.org/10.1007/s10661-020-08641-3,2020,Soil,,,"Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,4480,MP/kg,,5780,,,,,5780,
https://doi.org/10.1007/s10661-020-08641-3,2020,Soil,,,"Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,2429,MP/kg,,3770,,,,,3770,
https://doi.org/10.1007/s10661-020-08641-3,2020,Soil,,,"Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,3770,MP/kg,,3915,,,,,3915,
https://doi.org/10.1007/s10661-020-08641-3,2020,Soil,,,"Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,3915,MP/kg,,3915,,,,,3915,
https://doi.org/10.1007/s10661-020-08641-3,2020,Soil,,,"Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,3712,MP/kg,,3712,,,,,3712,
https://doi.org/10.1016/j.jhazmat.2020.123997,2021,Soil,,,"Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,160,items/kg,,160,,,,,160,
https://doi.org/10.1016/j.jhazmat.2020.123997,2021,Soil,,,"Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,81,items/kg,,81,,,,,81,
https://doi.org/10.1016/j.jhazmat.2020.123997,2021,Soil,,,"Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,1880,items/kg,,1880,,,,,1880,
https://doi.org/10.1016/j.jhazmat.2020.123997,2021,Soil,,,"Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polytetraflouroethylene (PET)",,,,1302,items/kg,,1302,,,,,1302,
https://doi.org/10.1016/j.scitotenv.2022.157598,2022,Soil,,,Polypropylene (PP) ,,,,595,items/kg,,595,,,,,595,
https://doi.org/10.1016/j.scitotenv.2022.157598,2022,Soil,,,,,,, 2696.5,items/kg,, 2696.5,,,,,2696.5,
https://doi.org/10.1016/j.scitotenv.2021.150620,2022,Soil,,,"Polyethylene (PE), Polyamide (PA), Polystyrene (PS)",,,,2522,items/kg,,2522,,,,,2522,
https://doi.org/10.1016/j.envpol.2021.116939,2021,Soil,,,"Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyamide/nylon (PA), Polyethylene Terephthalate (PETE), Polycarbonate (PC), Polyvinyl Chloride (PVC) ",,,,53.2,items/kg,,53.2,,,,,53.2,
https://doi.org/10.1016/j.envpol.2021.116939,2021,Soil,,,"Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyamide/nylon (PA), Polyethylene Terephthalate (PETE), Polycarbonate (PC), Polyvinyl Chloride (PVC) ",,,,43.9,items/kg,,43.9,,,,,43.9,
https://doi.org/10.1016/j.hazadv.2022.100225,2023,Soil,,,"Polyethylene (PE), Polypropylene (PP), Polyvinyl Chloride (PVC), Polytetraflouroethylene (PET)",,,,752.5,particles/kg,,752.5,,,,,752.5,
https://doi.org/10.1016/j.still.2023.105738,2023,Soil,,,Polyetheylene (PE),,,,730,pieces/kg,,730,,,,,730,
https://doi.org/10.1016/j.still.2023.105738,2023,Soil,,,Polyetheylene (PE),,,,509,pieces/kg,,509,,,,,509,
https://doi.org/10.1016/j.still.2023.105738,2023,Soil,,,Polyetheylene (PE),,,,307,pieces/kg,,307,,,,,307,
https://doi.org/10.1016/j.still.2023.105738,2023,Soil,,,Polyetheylene (PE),,,,77,pieces/kg,,77,,,,,77,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,1667 ,pieces/kg,,1667 ,,,,,1667,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,1933,pieces/kg,,1933,,,,,1933,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,2000,pieces/kg,,2000,,,,,2000,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,2400,pieces/kg,,2400,,,,,2400,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,4333,pieces/kg,,4333,,,,,4333,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,800,pieces/kg,,800,,,,,800,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,1333,pieces/kg,,1333,,,,,1333,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,1000,pieces/kg,,1000,,,,,1000,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,3933,pieces/kg,,3933,,,,,3933,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,3600,pieces/kg,,3600,,,,,3600,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,1200,pieces/kg,,1200,,,,,1200,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,3933,pieces/kg,,3933,,,,,3933,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,2866,pieces/kg,,2866,,,,,2866,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,1034,pieces/kg,,1034,,,,,1034,
https://doi.org/10.1016/j.envpol.2023.121571,2023,Soil,,,"Rayon, Polypropylene (PP), Polyethylene (PE), Polystyrene (PS), Polyester, Terephthalic Scid (PTA), Polytetraflouroethylene (PET)",,,,1133,pieces/kg,,1133,,,,,1133,
https://doi.org/10.1016/j.scitotenv.2023.162891,2023,Soil,,,"Polyethylene (PE), Polypropylene (PP), Polyvinyl Chloride (PVC), PoIyacrylonitril (PAN), Polystyrene (PS)",,,,388,items/kg,,388,,,,,388,
https://doi.org/10.1016/j.marpolbul.2023.114888,2023,Soil,,,"Polypropylene (PP), High-Density Polyethylene (HDPE)",,,,959.7,items/kg,,959.7,,,,,959.7,
https://doi.org/10.1016/j.envres.2022.114961,2022,Soil,,,"Polypropylene (PP), Polyethylene (PE)",,,,"106,000",particles/kg,,"106,000",,,,,106000,
https://doi.org/10.3390/environments9010005,2021,Soil,,,"Low-Density Polyethylene (LDPE), Polyamide/Nylon (PAC), Polyamide (PA), Polypropylene (PP), Polystyrene (PS), Polyurethane (PU), Polyvinyl Chloride (PVC)",,,,4825.31,MP/kg,,4825.31,,,,,4825.31,
https://doi.org/10.1016/j.envpol.2022.119121,2022,Soil,,,"Polypropylene (PP), Polyethylene (PE)",,,,22001.67,items/kg,,22001.67,,,,,22001.67,
https://doi.org/10.1016/j.chemosphere.2022.134999,2022,Soil,,,"Polypropylene (PP),  Polytetraflouroethylene (PET), Acrylonitrile Butadiene Styrene (ABS)",,,,461,items/kg,,461,,,,,461,
https://doi.org/10.1016/j.scitotenv.2021.148694,2021,Soil,,,Polypropylene (PP),,,,37.32,items/kg,,37.32,,,,,37.32,
https://doi.org/10.1016/j.envpol.2023.121368,2023,Soil,,,"Polytetraflouroethylene (PET), Low-Density Polyethylene (LDPE), Polystyrene (PS), Polypropylene (PP), Polyurethane (PU), Polyvinyl Chloride (PVC), Polyamide (PA)",,,,863,particles/kg,,863,,,,,863,
https://doi.org/10.1016/j.envpol.2023.121368,2023,Soil,,,"Polytetraflouroethylene (PET), Low-Density Polyethylene (LDPE), Polystyrene (PS), Polypropylene (PP), Polyurethane (PU), Polyvinyl Chloride (PVC), Polyamide (PA)",,,,225,particles/kg,,225,,,,,225,
https://doi.org/10.1016/j.scitotenv.2023.161674,2023,Soil,,,Polyetheylene (PE),,,,2982.34,items/kg,,2982.34,,,,,2982.34,
